entity_id	url	ordered_id
436	http://dbpedia.org/resource/John_Stephenson_(actor)	3309
437	http://dbpedia.org/resource/Mrs._Miniver_(film)	1254
438	http://dbpedia.org/resource/Michael_Cimino	3310
439	http://dbpedia.org/resource/Martin_Campbell	3311
440	http://dbpedia.org/resource/List_of_people_from_Missouri	3312
441	http://dbpedia.org/resource/Mickey_Goldmill	3313
442	http://dbpedia.org/resource/Vittorio_Storaro_filmography	3314
443	http://dbpedia.org/resource/List_of_United_States_Marines	3315
444	http://dbpedia.org/resource/20th_Century_Fox_Television	3316
445	http://dbpedia.org/resource/Paul_Freeman_(actor)	3317
446	http://dbpedia.org/resource/Theoni_V._Aldredge	3318
447	http://dbpedia.org/resource/Ken_Finkleman	3319
448	http://dbpedia.org/resource/List_of_multimedia_franchises	3320
449	http://dbpedia.org/resource/The_'Burbs	2398
450	http://dbpedia.org/resource/Lawrence_Bender	3321
451	http://dbpedia.org/resource/Category:The_Kennedy/Marshall_Company_films	3322
452	http://dbpedia.org/resource/Pittsburgh_Police	3323
453	http://dbpedia.org/resource/Wayne_Allwine	3324
454	http://dbpedia.org/resource/European_Film_Award_for_Best_Actress	3325
